"X","Y","osm_id","type","name","brand","com_nom","cat_mag"
-0.5816594,44.8415305004826,"node/8842636717","restaurant","Big",,"Bordeaux",0
-0.5652254,44.8323815004834,"node/7193039485","bar","Quartier Libre",,"Bordeaux",0
-0.539117,44.82870910048371,"node/7019893021","nightclub","L'Eclypse Discothèque",,"Bordeaux",0
-0.5775313,44.8419947004825,"node/7692345380","clothes","Eden Park",,"Bordeaux",1
-0.6120929,44.8324785004834,"node/8127845945","estate_agent","Cabinet Bedin",,"Bordeaux",1
-0.571378854029469,44.833774172376096,"way/115507206","bank","Crédit Municipal de Bordeaux",,"Bordeaux",0
-0.5735401,44.837985900482906,"node/7871585085","jewelry","Les bijoux d'Émilie",,"Bordeaux",0
-0.5745581999999999,44.8417146004826,"node/5931396685","pastry","La Toque Cuivrée",,"Bordeaux",0
-0.5733054,44.839019900482796,"node/4744557947","books","Bradley's Bookshop",,"Bordeaux",0
-0.5693318,44.8394428004828,"node/3027523763","pub","The Black Velvet",,"Bordeaux",0
-0.5693661999999999,44.8399865004827,"node/2567788262","pub","Charles Dickens",,"Bordeaux",0
-0.5682849,44.8389479004828,"node/5284411436","bar","La Ligne Rouge",,"Bordeaux",0
-0.5798603,44.8466299004821,"node/3740598780","restaurant","Le Bistromatic",,"Bordeaux",0
-0.5699227,44.8508468004818,"node/7366475250","restaurant","Ko-San",,"Bordeaux",0
-0.6359434,44.857314200481206,"node/7379099527","bakery","Le Fournil Stéhélin",,"Bordeaux",0
-0.6104263000000001,44.83359570048329,"node/281727175","pharmacy","Pharmacie Flornoy",,"Bordeaux",0
-0.5718986,44.8358472004831,"node/7817504680","cafe","Le Comptoir des Chats",,"Bordeaux",0
-0.5765391,44.837254700483,"node/7258001205","restaurant","Oshi Sushi",,"Bordeaux",0
-0.5725081999999999,44.8202065004844,"node/2539785671","bar","Chez Luis",,"Bordeaux",0
-0.5758799,44.837791800482904,"node/2238351004","travel_agency","La Boutique du Loisir",,"Bordeaux",0
-0.5851585,44.8619672004808,"node/707134651","convenience","Carrefour Express","Carrefour Express","Bordeaux",1
-0.5677645,44.852951100481604,"node/4745451726","fast_food","Lekkers",,"Bordeaux",0
-0.5844113000000001,44.841836700482595,"node/8563239656","tobacco",,,"Bordeaux",0
-0.5400012,44.8521885004817,"node/2483708067","hairdresser","Just Men",,"Bordeaux",0
-0.5719221999999999,44.8412727004826,"node/6964917092","restaurant","Le père Chabrot",,"Bordeaux",0
-0.5738721,44.836893600482995,"node/4704353247","restaurant","Massa",,"Bordeaux",0
-0.6234509,44.8583844004811,"node/5439241630","estate_agent","Orpi Agence Des Pins Francs",,"Bordeaux",0
-0.6160724,44.852517700481606,"node/6957831811","interior_decoration","Coté Déco Françoise Raynal",,"Bordeaux",0
-0.5730166,44.8141310004849,"node/2389525907","florist","Le Jardin des Fleurs",,"Bordeaux",1
-0.5725544,44.82086650048429,"node/1754966930","post_office","Bordeaux Nansouty","La Poste","Bordeaux",1
-0.5691436,44.8274608004838,"node/2519660894","books","Tabac Presse",,"Bordeaux",0
-0.5671393,44.85343420048161,"node/2878016359","bicycle","Cool Bike",,"Bordeaux",0
-0.569929,44.8805888004792,"node/6917905633","restaurant","Kinori",,"Bordeaux",0
-0.5592937,44.8279522004837,"node/6966863351","bar","Wato Sita",,"Bordeaux",0
-0.5444034000000001,44.8772214004795,"node/2501777953","restaurant","Domiresto",,"Bordeaux",0
-0.5399079000000001,44.8522254004817,"node/4217607346","clothes","Le Petit Prince",,"Bordeaux",0
-0.585842,44.8276294004838,"node/4267936696","supermarket","Carrefour Express","Carrefour Express","Bordeaux",1
-0.5466561,44.8242064004841,"node/7372898281","greengrocer","Panier primeurs",,"Bordeaux",0
-0.5721093,44.8543334004815,"node/445855212","fast_food","Mythic Burger",,"Bordeaux",1
-0.5718616999999999,44.8518209004817,"node/7741784785","restaurant","Pastificio Marcellino",,"Bordeaux",0
-0.5717557,44.836863800482995,"node/6027840887","restaurant","Unami",,"Bordeaux",0
-0.5737127,44.8515110004817,"node/7058249236","e-cigarette","Smokee",,"Bordeaux",0
-0.5563371,44.82594760048389,"node/4248385218","fast_food","McDonald's","McDonald's","Bordeaux",1
-0.5705291,44.8392157004828,"node/7041701305","restaurant","Berthus",,"Bordeaux",0
-0.5720763000000001,44.8259553004839,"node/2525025871","motorcycle",,,"Bordeaux",0
-0.5811571999999999,44.8402461004827,"node/7781748137","hearing_aids","Audika","Audika","Bordeaux",1
-0.5992034,44.841341700482594,"node/7410431857","motorcycle_repair","Station scooter",,"Bordeaux",0
-0.571951,44.873281300479796,"node/3353958189","hairdresser",,,"Bordeaux",0
-0.5791847,44.842252700482504,"node/7411350249","hardware","Béjottes",,"Bordeaux",0
-0.5779343000000001,44.84418030048229,"node/7747389486","interior_decoration","La Maison Poétique",,"Bordeaux",0
-0.5599021,44.840842500482594,"node/2896032701","bank","Société Générale","Société Générale","Bordeaux",1
-0.5604908000000001,44.85740070048121,"node/4272289489","restaurant","Rest'O",,"Bordeaux",0
-0.5773425,44.8389343004828,"node/2364625453","clothes","Riu Paris","Riu Paris","Bordeaux",1
-0.5590231,44.8653952004805,"node/7653997166","restaurant","Joya",,"Bordeaux",0
-0.6082178,44.8396213004828,"node/496842306","pharmacy","Pharmacie Bel Air",,"Bordeaux",0
-0.5684760999999999,44.839183300482794,"node/5841982669","pub","Le Brixton",,"Bordeaux",0
-0.5929785,44.837796800482906,"node/3838536765","convenience",,,"Bordeaux",0
-0.5610404999999999,44.824749300484,"node/6562732560","clothes","mi fripes mi broc",,"Bordeaux",0
-0.5731991,44.833265000483294,"node/7252555343","fast_food","Les Sables D'Or",,"Bordeaux",0
-0.5833258000000001,44.841617300482596,"node/8097273248","kitchen","AltiDeco",,"Bordeaux",0
-0.5576555999999999,44.87472810047971,"node/7105598291","boat","Accastillage Diffusion Bordeaux",,"Bordeaux",0
-0.5628585,44.87351080047979,"node/4922966780","outdoor","General Airsoft",,"Bordeaux",0
-0.5730465,44.8299099004836,"node/626870602","bar","Bad Mother Fucker Pub",,"Bordeaux",0
-0.5789999,44.8438113004824,"node/8138340294","shoes","Freelance",,"Bordeaux",0
-0.5689531,44.8309180004835,"node/7387238376","convenience","African foods",,"Bordeaux",0
-0.5691741,44.8544077004815,"node/7741811786","bar","A2",,"Bordeaux",0
-0.568891,44.8280507004837,"node/1723385116","car_repair","Norisko Contrôle Technique",,"Bordeaux",0
-0.553958,44.8146927004849,"node/7137233332","vehicle_inspection","Sécuritest","Sécuritest","Bordeaux",1
-0.5712568,44.8323767004834,"node/2651731065","cafe","La Crêpa",,"Bordeaux",0
-0.5720948,44.8551546004814,"node/7279255518","bar","Le Nice",,"Bordeaux",0
-0.5795248000000001,44.844731400482296,"node/6033942988","tailor","Mary Viloteau",,"Bordeaux",0
-0.5674331,44.8353522004831,"node/4465350425","greengrocer","Le Jardin des Faures",,"Bordeaux",0
-0.5735260999999999,44.8388947004828,"node/7688264987","convenience","Monop'","Monop'","Bordeaux",1
-0.599237,44.8375561004829,"node/7929032161","upholsterer",,,"Bordeaux",0
-0.5722904999999999,44.830169800483596,"node/7255463770","fast_food","Tricolor",,"Bordeaux",0
-0.5892943,44.83403520048321,"node/2535568988","restaurant","fleur de cedre",,"Bordeaux",0
-0.6009026999999999,44.849331000481904,"node/5870659267","sports","Foulées",,"Bordeaux",0
-0.5760215999999999,44.842279500482505,"node/7169135786","restaurant","Influence Wok",,"Bordeaux",0
-0.6075019,44.8588203004811,"node/310798973","supermarket","Auchan Bordeaux Caudéran","Auchan","Bordeaux",1
-0.5830499,44.8415757004826,"node/8097273250","houseware","Coutellerie Saphores",,"Bordeaux",0
-0.5738770999999999,44.8385915004828,"node/2238409706","clothes","Volcom","Volcom","Bordeaux",1
-0.5728517,44.879907800479295,"node/4019500823","bakery","Secrets de Pains",,"Bordeaux",0
-0.5900477,44.83366920048329,"node/7829144497","vehicle_inspection","Auto Sécurité",,"Bordeaux",1
-0.5713592,44.842256300482504,"node/930818083","cafe","Aéro",,"Bordeaux",0
-0.5573427,44.840004300482704,"node/2479278951","driving_school","Auto-école Charles Dussort",,"Bordeaux",0
-0.5712294,44.8351624004831,"node/2414832422","bank","LCL","LCL","Bordeaux",1
-0.56187460878381,44.8780776933644,"way/154154223","restaurant","Buffalo Grill","Buffalo Grill","Bordeaux",1
-0.5680057,44.829295500483596,"node/1752262175","convenience","Produits Exotiques",,"Bordeaux",0
-0.5990224000000001,44.834430200483204,"node/7990621164","it","Natural - Net",,"Bordeaux",0
-0.5688105,44.8309144004835,"node/7252670130","convenience","Lebara Africa Bio",,"Bordeaux",0
-0.5740335999999999,44.842661900482504,"node/2373672267","restaurant","Le Quatrième Mur",,"Bordeaux",0
-0.571535,44.840396000482706,"node/1102737806","pub","La Comtesse",,"Bordeaux",0
-0.6346536,44.8610148004809,"node/7255858583","shoemaker","Campistrau Stéphane",,"Bordeaux",0
-0.626574549940933,44.84185480157829,"way/156051324","supermarket","Intermarché","Intermarché","Bordeaux",1
-0.5866324,44.8433136004824,"node/2534027581","hairdresser","L'Orchidée Sauvage",,"Bordeaux",0
-0.5710764,44.8401750004827,"node/7178134585","bar","Le Vertige",,"Bordeaux",0
-0.601116983211927,44.8486022972572,"way/593800462","gardener",,,"Bordeaux",0
-0.5722653,44.8280048004838,"node/5907522762","cafe","Musette Café","Larry vs Harry;Omnium Cargo","Bordeaux",1
-0.5524064999999999,44.84458140048229,"node/2483707705","bank","Crédit Agricole","Crédit Agricole","Bordeaux",1
-0.5987699000000001,44.8312330004835,"node/7153784417","cafe","Le Rond Point",,"Bordeaux",0
-0.5773419,44.84566340048221,"node/8138340276","estate_agent","Groupe Mercure",,"Bordeaux",0
-0.5793295999999999,44.841644500482595,"node/7700065122","cosmetics","Clarins",,"Bordeaux",1
-0.5735444000000001,44.834756800483206,"node/5088350721","bakery","La Mie Câline","La Mie Câline","Bordeaux",1
-0.61211,44.824837600484,"node/8486986217","restaurant","La Station Pizza",,"Bordeaux",0
-0.570959,44.8394730004828,"node/4685488191","restaurant","Dan",,"Bordeaux",0
-0.5792102,44.844785400482294,"node/6033949285","fast_food","Bistro Mimi",,"Bordeaux",0
-0.5827551999999999,44.848687200482,"node/8829917517","restaurant","Big Bean",,"Bordeaux",0
-0.571608,44.850730600481796,"node/4549412822","bar","Le Zytho",,"Bordeaux",0
-0.5524376,44.821679100484296,"node/8709253892","estate_agent","Gironde Habitat",,"Bordeaux",0
-0.588741,44.8425000004825,"node/2924746901","estate_agent","Les Templitudes De Bordeaux Résidence Services Sen",,"Bordeaux",0
-0.5722165,44.873050300479896,"node/3353951311","bakery","Le Fournil des Aubiers",,"Bordeaux",0
-0.5757225,44.8381668004829,"node/6982750491","variety_store",,,"Bordeaux",0
-0.5900739,44.8408664004826,"node/7874309519","estate_agent","Mériadeck Immobilier",,"Bordeaux",0
-0.5740871999999999,44.8351236004831,"node/7161432013","restaurant","Yeast",,"Bordeaux",0
-0.5696026999999999,44.826384400483896,"node/2523190185","car_repair","Garage de l'Yser",,"Bordeaux",0
-0.553599187294271,44.82328633826771,"way/938743404","car_rental","Avis","Avis","Bordeaux",1
-0.5564945579651109,44.853047782264795,"way/77922458","doityourself","Point P",,"Bordeaux",1
-0.6138619000000001,44.850667900481795,"node/7392335263","chocolate","David Capy",,"Bordeaux",0
-0.5903989000000001,44.8409826004826,"node/5745364421","bakery","Maison Lamour",,"Bordeaux",0
-0.575038,44.850217200481794,"node/4861902724","educational_institution","Goethe Institut Bordeaux",,"Bordeaux",0
-0.5751001,44.8376062004829,"node/2519774776","jewelry","O R",,"Bordeaux",0
-0.5655183000000001,44.8811903004791,"node/7595886385","bakery","Brioche Dorée","Brioche Dorée","Bordeaux",1
-0.5858038000000001,44.8401702004827,"node/7038736483","locksmith","Point Fort Fichet",,"Bordeaux",0
-0.5810188000000001,44.8417228004826,"node/6033932785","restaurant","Paus'K",,"Bordeaux",0
-0.5741915,44.842032700482505,"node/4932005300","cafe","Le Régent",,"Bordeaux",0
-0.5744633000000001,44.836921900483,"node/7368257676","cafe","Personne n'est parfait",,"Bordeaux",0
-0.5720712,44.8544018004815,"node/3066695860","restaurant","La boîte à pizza",,"Bordeaux",0
-0.563766976916926,44.8714949436157,"way/154154505","fabric","Alex Tissus",,"Bordeaux",0
-0.5729031,44.83272720048329,"node/7252576435","restaurant","Kausi",,"Bordeaux",0
-0.5597386,44.8409379004826,"node/5081148339","cafe","French Coffee Shop",,"Bordeaux",0
-0.5769162,44.843421100482395,"node/7941688186","butcher","Boucherie de Paris",,"Bordeaux",0
-0.573235,44.85246810048161,"node/4922966774","convenience","Gastronomie des Pyrénées",,"Bordeaux",0
-0.570805,44.8437972004824,"node/5720900996","pub","The Dog And Duck",,"Bordeaux",0
-0.5656125,44.821304400484294,"node/7255074586","restaurant","Sushi Thon",,"Bordeaux",0
-0.5783995,44.84528500048229,"node/8065131313","optician","Tourny Optique",,"Bordeaux",0
-0.595197,44.82118090048429,"node/7254852274","motorcycle","Sprint Motors",,"Bordeaux",0
-0.6009415,44.8353911004831,"node/7990614827","car_repair","Carrosserie Dumas",,"Bordeaux",0
-0.5817901,44.8407194004826,"node/6444837990","restaurant","Green Corner",,"Bordeaux",0
-0.5795505,44.8414131004826,"node/6537304686","confectionery","Dunes Blanches",,"Bordeaux",0
-0.5734617,44.835071600483104,"node/4330281889","fast_food","KFC","KFC","Bordeaux",1
-0.5410520999999999,44.886331700478706,"node/7282082685","brewery","Azimut",,"Bordeaux",0
-0.6157569,44.85247950048161,"node/6957827540","estate_agent","Bourse de l'Immobilier",,"Bordeaux",0
-0.5815116,44.836406900483,"node/4839963145","bakery","Saines Saveurs",,"Bordeaux",0
-0.562081,44.8505459004818,"node/288846178","pub","Guinguette Alriq",,"Bordeaux",0
-0.571973,44.8384853004829,"node/4838866382","convenience","Leader Price Express","Leader Price Express","Bordeaux",1
-0.5708472,44.852129100481704,"node/6027072685","cafe","Bar Notre-Dame",,"Bordeaux",0
-0.5731075,44.841301000482595,"node/2353105960","restaurant","Chez Mémé",,"Bordeaux",0
-0.6236414,44.8581622004812,"node/7380502866","caterer","La Pizza des Gourmets",,"Bordeaux",0
-0.6107991999999999,44.8321084004834,"node/281727110","pharmacy","Pharmacie Saint-Augustin",,"Bordeaux",0
-0.5800787,44.842035100482505,"node/2572764917","pub","Central Pub",,"Bordeaux",0
-0.5834862,44.8397419004827,"node/279712728","post_office","Bordeaux Meriadeck",,"Bordeaux",0
-0.5845251,44.8384339004828,"node/8176952688","cosmetics","KIKO Milano","KIKO Milano","Bordeaux",1
-0.547,44.872196000479896,"node/7977280379","restaurant","Ô Secret Bien Gardé",,"Bordeaux",0
-0.6017716,44.8401201004827,"node/3259796127","hairdresser","45th Avenue",,"Bordeaux",0
-0.5794088000000001,44.8431902004824,"node/8407657628","bank","Palatine",,"Bordeaux",0
-0.5615786,44.8315569004834,"node/6244808589","restaurant","Café du Théâtre",,"Bordeaux",0
-0.5758319000000001,44.838829400482794,"node/4634540391","butcher","Viandas de Salamanca",,"Bordeaux",0
-0.5838828,44.8492434004819,"node/3469722353","restaurant","Frères Z",,"Bordeaux",0
-0.6238486,44.8581622004812,"node/1992309235","post_office","Bordeaux Caudéran Soubiras","La Poste","Bordeaux",1
-0.5711935,44.83469490048321,"node/4023650963","bar","Sweet Light",,"Bordeaux",0
-0.5992424,44.81918790048451,"node/7252869869","laundry","Laverie Libre Service",,"Bordeaux",0
-0.5724319,44.8150462004848,"node/2393767316","fast_food",,,"Bordeaux",0
-0.586588,44.843249000482395,"node/3052422657","confectionery","Maison Zürcher",,"Bordeaux",0
-0.573944,44.8551405004814,"node/7279298509","restaurant","Le Bistrot du Docteur Grégoire",,"Bordeaux",0
-0.5586755,44.844680800482294,"node/2547157149","restaurant","Le Caillou",,"Bordeaux",0
-0.590915,44.824570900484,"node/8097507447","frozen_food","Picard","Picard","Bordeaux",1
-0.5835885000000001,44.8417027004826,"node/2534038675","greengrocer","Charlotte et Clémentine",,"Bordeaux",0
-0.5720273,44.8524579004816,"node/6971588685","fast_food","Léogusto",,"Bordeaux",0
-0.5545031,44.82581140048389,"node/2483788354","tobacco","Tabac Presse Loto",,"Bordeaux",0
-0.6139190999999999,44.8496324004819,"node/7392737634","estate_agent","BCI",,"Bordeaux",0
-0.5682895,44.8295653004836,"node/1752266358","bar","Le Petit Prince",,"Bordeaux",0
-0.5680688,44.8547678004814,"node/8841061729","it","Kaizen Developments",,"Bordeaux",0
-0.5714408000000001,44.8355559004831,"node/4838866386","ice_cream","M&O Glacier",,"Bordeaux",0
-0.5782879,44.8352396004831,"node/7263459859","restaurant","Le 428",,"Bordeaux",0
-0.5724222,44.823584800484106,"node/7981650047","bicycle","Holland Bikes","Bicicapace;Bakfiets;Dolly;Gazelle","Bordeaux",1
-0.607275116660859,44.8233661640785,"way/538296801","restaurant","Resto U' le Mascaret",,"Bordeaux",0
-0.5718713000000001,44.838999100482795,"node/4903386921","tobacco","Tabac Presse Saint Genez Jean Pierre",,"Bordeaux",0
-0.6137813,44.860000400481006,"node/783501445","pharmacy",,,"Bordeaux",0
-0.5709179,44.8382342004829,"node/7245994385","restaurant","Ann Kha",,"Bordeaux",0
-0.5722651999999999,44.8525606004816,"node/1923380863","pub","The Market Tavern",,"Bordeaux",0
-0.5704402,44.8373332004829,"node/4002232196","restaurant","Ours Café",,"Bordeaux",0
-0.5759335,44.843484900482395,"node/4440381889","restaurant","Villa Tourny",,"Bordeaux",0
-0.5587659,44.840648900482705,"node/4217564615","alcohol","Ma Cave à Vins",,"Bordeaux",0
-0.5673933000000001,44.835485000483104,"node/2518877718","bar","Le Wunderbar",,"Bordeaux",0
-0.580242,44.846875300482104,"node/7358928881","bakery","Boulangerie, pâtisserie Perrin",,"Bordeaux",0
-0.5794668000000001,44.841637900482596,"node/4558680183","cafe","L'Intendance",,"Bordeaux",0
-0.5594106,44.8572137004812,"node/4428678091","restaurant","Makila Kafé",,"Bordeaux",0
-0.5536661,44.8285519004837,"node/7019860164","nightclub","Pachanga Club Bordeaux",,"Bordeaux",0
-0.5725665,44.8541010004815,"node/6934438033","travel_agency","Kuoni & Univairmer","Kuoni;Univairmer","Bordeaux",1
-0.5780788,44.8319321004834,"node/1885361664","bar","Chez Helios",,"Bordeaux",0
-0.5733486,44.8523136004817,"node/4769733218","coffee","Cafés Régus",,"Bordeaux",0
-0.5899316,44.825141300484,"node/7433432118","alcohol","Maison Désiré",,"Bordeaux",0
-0.57058,44.8402742004827,"node/2353659488","restaurant","Ottoman",,"Bordeaux",0
-0.561045476183848,44.8279593557321,"way/155697342","charity","Espace Solidarité SPF",,"Bordeaux",0
-0.5771243,44.843270800482394,"node/568254556","pharmacy","Pharmacie des Grands Hommes",,"Bordeaux",0
